Sequence	MissingNumber
MGAT4A	6
MGAT4B	6
MGAT4C	7
MGAT4D	33
MGAT5	4
MGAT5B	6
MGLL	5
MGME1	6
MGMT	3
MGP	4
MGRN1	5
MGST1	5
MGST2	17
MGST3	3
MIA	1
MIA2	12
MIA3	41
MIB1	3
MIB2	7
MICAL1	0
MICAL2	6
MICAL3	2
MICALL1	16
MICALL2	20
MICOS10	5
MICOS13	2
MICU1	5
MICU2	2
MICU3	2
MID1	13
MID1IP1	11
MID2	4
MIDEAS	1
MIDN	14
MIEF1	4
MIEF2	10
MIEN1	1
MIER1	2
MIER2	9
MIER3	2
MIF	16
MIF4GD	5
MIGA1	5
MIGA2	4
MIIP	4
MILR1	14
MINAR1	18
MINAR2	5
MINDY1	5
MINDY2	2
MINDY3	6
MINDY4	5
MINDY4B	2
MINK1	5
MINPP1	4
MIOS	3
MIOX	4
MIP	3
MIPEP	9
MIPOL1	5
MIS12	9
MIS18A	6
MIS18BP1	3
MISP	18
MISP3	36
MITD1	5
MITF	5
MIX23	9
MIXL1	31
MKKS	7
MKLN1	6
MKNK1	1
MKNK2	5
MKRN1	7
MKRN2	9
MKRN2OS	7
MKRN3	12
MKS1	6
MKX	4
MLANA	1
MLC1	5
MLEC	0
MLF1	5
MLF2	1
MLH1	2
MLH3	6
MLIP	19
MLKL	116
MLLT1	5
MLLT10	7
MLLT11	2
MLLT3	4
MLLT6	2
MLN	15
MLNR	74
MLPH	9
MLST8	0
MLX	2
MLXIP	2
MLXIPL	8
MLYCD	5
MMAA	1
MMAB	2
MMACHC	3
MMADHC	3
MMD	19
MMD2	12
MME	18
MMEL1	4
MMGT1	5
MMP1	4
MMP10	24
MMP11	2
MMP12	39
MMP13	4
MMP14	1
MMP15	4
MMP16	4
MMP17	26
MMP19	5
MMP2	4
MMP20	17
MMP21	89
MMP23B	6
MMP24	4
MMP24OS	9
MMP25	10
MMP26	206
MMP27	5
MMP28	1
MMP3	8
MMP7	7
MMP8	5
MMP9	0
MMRN1	10
MMRN2	22
MMS19	2
MMS22L	1
MMUT	5
MN1	42
MNAT1	4
MND1	6
MNS1	6
MNT	9
MNX1	88
MOAP1	164
MOB1A	2
MOB1B	1
MOB2	8
MOB3A	15
MOB3B	4
MOB3C	1
MOB4	6
MOBP	20
MOCOS	4
MOCS1	6
MOCS2	4
MOCS3	11
MOG	2
MOGAT1	19
MOGAT2	32
MOGS	5
MOK	11
MON1A	3
MON1B	5
MON2	5
MORC1	4
MORC2	0
MORC3	5
MORC4	7
MORF4L1	18
MORF4L2	26
MORN1	16
MORN2	2
MORN3	3
MORN4	0
MORN5	2
MOS	9
MOSMO	5
MOSPD1	7
MOSPD2	9
MOSPD3	4
MOV10	1
MOV10L1	11
MOXD1	2
MPC1	1
MPC1L	32
MPC2	3
MPDU1	0
MPDZ	6
MPEG1	14
MPG	4
MPHOSPH10	13
MPHOSPH6	2
MPHOSPH8	8
MPHOSPH9	5
MPI	0
MPIG6B	2
MPL	1
MPLKIP	5
MPND	5
MPO	5
MPP1	4
MPP2	3
MPP3	4
MPP4	5
MPP5	16
MPP6	2
MPP7	29
MPPE1	4
MPPED1	9
MPPED2	2
MPRIP	14
MPST	11
MPV17	1
MPV17L	22
MPV17L2	4
MPZ	2
MPZL1	16
MPZL2	1
MPZL3	3
MR1	121
MRAP	50
MRAP2	9
MRAS	0
MRC1	6
MRC2	4
MRE11	5
MREG	6
MRGBP	6
MRGPRD	101
MRGPRE	190
MRGPRF	6
MRGPRG	75
MRI1	7
MRLN	6
MRM1	6
MRM2	12
MRM3	5
MRNIP	11
MRO	4
MROH1	20
MROH2A	29
MROH2B	15
MROH5	38
MROH6	21
MROH7	11
MROH9	9
MRPL1	9
MRPL10	2
MRPL11	1
MRPL12	0
MRPL13	4
MRPL14	4
MRPL15	2
MRPL16	6
MRPL17	4
MRPL18	4
MRPL19	1
MRPL2	2
MRPL20	30
MRPL21	6
MRPL22	7
MRPL23	60
MRPL24	3
MRPL27	2
MRPL28	2
MRPL3	4
MRPL30	8
MRPL32	3
MRPL33	5
MRPL34	140
MRPL35	4
MRPL36	29
MRPL37	4
MRPL38	1
MRPL39	0
MRPL4	5
MRPL40	5
MRPL41	10
MRPL42	7
MRPL43	50
MRPL44	8
MRPL45	1
MRPL46	2
MRPL47	5
MRPL48	7
MRPL49	2
MRPL50	6
MRPL51	3
MRPL52	1
MRPL53	3
MRPL54	7
MRPL55	3
MRPL57	18
MRPL58	1
MRPL9	4
MRPS10	4
MRPS11	2
MRPS12	7
MRPS14	3
MRPS15	0
MRPS16	3
MRPS17	6
MRPS18A	3
MRPS18B	0
MRPS18C	2
MRPS2	18
MRPS21	7
MRPS22	4
MRPS23	0
MRPS24	12
MRPS25	4
MRPS26	5
MRPS27	4
MRPS28	7
MRPS30	2
MRPS31	12
MRPS33	6
MRPS34	6
MRPS35	3
MRPS36	10
MRPS5	13
MRPS6	2
MRPS7	2
MRPS9	3
MRRF	2
MRS2	7
MRTFA	6
MRTFB	3
MRTO4	7
MS4A1	2
MS4A10	52
MS4A12	113
MS4A13	18
MS4A14	66
MS4A15	34
MS4A18	165
MS4A2	4
MS4A3	76
MS4A4E	227
MS4A5	42
MS4A7	64
MS4A8	82
MSANTD1	3
MSANTD2	5
MSANTD3	3
MSANTD4	10
MSC	10
MSGN1	5
MSH2	7
MSH3	3
MSH4	6
MSH5	3
MSH6	13
MSI1	4
MSI2	3
MSL1	2
MSL2	10
MSL3	10
MSLN	27
MSLNL	31
MSMB	103
MSMO1	11
MSMP	0
MSN	10
MSR1	8
MSRA	4
MSRB1	225
MSRB2	10
MSRB3	1
MSS51	36
MST1	2
MST1R	1
MSTN	4
MSTO1	5
MSX1	17
MSX2	4
MT1HL1	295
MT3	6
MT4	4
MTA1	5
MTA2	1
MTA3	6
MTAP	12
MTARC1	18
MTARC2	5
MTBP	4
MTCH1	0
MTCH2	7
MTCL1	2
MTCP1	3
MTDH	1
MTERF1	29
MTERF2	15
MTERF3	3
MTERF4	10
MTF1	1
MTF2	6
MTFMT	6
MTFP1	0
MTFR1	9
MTFR1L	2
MTFR2	8
MTG1	3
MTG2	3
MTHFD1	4
MTHFD1L	4
MTHFD2	2
MTHFD2L	14
MTHFR	2
MTHFS	15
MTHFSD	4
MTIF2	5
MTIF3	6
MTLN	136
MTM1	4
MTMR1	3
MTMR10	4
MTMR11	1
MTMR12	1
MTMR14	1
MTMR2	3
MTMR3	5
MTMR4	12
MTMR6	5
MTMR7	5
MTMR8	113
MTMR9	8
MTNR1A	51
MTNR1B	80
MTO1	6
MTOR	3
MTPAP	5
MTPN	5
MTR	4
MTRES1	5
MTREX	6
MTRF1	6
MTRF1L	5
MTRR	5
MTSS1	2
MTSS2	7
MTTP	5
MTURN	1
MTUS1	13
MTUS2	29
MTX1	11
MTX2	6
MTX3	1
MUC1	180
MUC13	20
MUC15	6
MUC20	28
MUC21	127
MUC7	115
MUL1	3
MUS81	3
MUSK	3
MUSTN1	2
MUTYH	9
MVB12A	4
MVB12B	1
MVD	0
MVK	3
MVP	7
MX1	41
MX2	99
MXD1	1
MXD3	153
MXD4	15
MXI1	4
MXRA7	206
MXRA8	18
MYADM	13
MYADML2	8
MYB	2
MYBBP1A	4
MYBL1	2
MYBL2	5
MYBPC1	3
MYBPC2	17
MYBPC3	2
MYBPH	10
MYBPHL	43
MYC	9
MYCBP	2
MYCBP2	29
MYCBPAP	3
MYCL	2
MYCN	48
MYCT1	1
MYD88	2
MYDGF	8
MYEF2	2
MYEOV	259
MYF5	3
MYF6	1
MYG1	6
MYH1	37
MYH10	5
MYH11	4
MYH13	24
MYH14	13
MYH15	111
MYH2	25
MYH3	6
MYH4	47
MYH6	40
MYH7	32
MYH7B	4
MYH8	12
MYH9	5
MYL1	1
MYL10	2
MYL12A	2
MYL12B	5
MYL2	6
MYL3	1
MYL4	1
MYL6	4
MYL6B	2
MYL7	5
MYL9	3
MYLIP	1
MYLK	6
MYLK2	2
MYLK3	2
MYLK4	3
MYLPF	6
MYMK	2
MYMX	3
MYNN	5
MYO10	3
MYO15B	19
MYO16	4
MYO18A	3
MYO18B	8
MYO19	9
MYO1A	0
MYO1B	2
MYO1C	6
MYO1D	5
MYO1E	7
MYO1F	4
MYO1G	4
MYO1H	2
MYO3A	10
MYO3B	6
MYO5A	6
MYO5B	4
MYO5C	3
MYO6	3
MYO7A	11
MYO9A	5
MYO9B	9
MYOC	21
MYOCD	6
MYOCOS	21
MYOD1	5
MYOF	5
MYOG	3
MYOM1	6
MYOM2	10
MYOM3	4
MYORG	7
MYOT	3
MYOZ1	2
MYOZ2	4
MYOZ3	0
MYPN	3
MYPOP	69
MYRF	2
MYRFL	12
MYRIP	9
MYSM1	3
MYT1	3
MYT1L	5
MYZAP	9
MZB1	0
MZF1	32
MZT1	2
MZT2A	14
MZT2B	7
N4BP1	16
N4BP2	10
N4BP2L1	8
N4BP2L2	38
N4BP3	3
N6AMT1	8
NAA10	4
NAA11	28
NAA15	3
NAA16	25
NAA20	4
NAA25	5
NAA30	16
NAA35	5
NAA38	29
NAA40	3
NAA50	1
NAA60	9
NAA80	7
NAAA	6
NAALAD2	21
NAALADL1	6
NAALADL2	13
NAB1	10
NAB2	2
NABP1	2
NABP2	2
NACA2	277
NACC1	32
NACC2	14
NADK	132
NADK2	4
NADSYN1	9
NAE1	5
NAF1	11
NAGA	2
NAGK	2
NAGLU	9
NAGPA	2
NAGS	6
NAIF1	1
NAIP	113
NALCN	2
NAMPT	14
NANOG	31
NANOGNB	118
NANOS1	49
NANOS2	13
NANOS3	5
NANP	18
NANS	2
NAP1L1	5
NAP1L2	88
NAP1L3	77
NAP1L4	1
NAP1L5	41
NAPA	4
NAPB	3
NAPEPLD	17
NAPG	0
NAPRT	6
NAPSA	118
NARF	2
NARS1	5
NARS2	5
NASP	8
NAT10	0
NAT14	10
NAT16	198
NAT8L	20
NAT9	1
NATD1	3
NAV1	3
NAV2	3
NAV3	4
NAXD	7
NAXE	12
NBAS	8
NBDY	19
NBEA	3
NBEAL1	28
NBEAL2	2
NBL1	6
NBN	6
NBPF10	300
NBPF20	301
NBR1	3
NCALD	5
NCAM1	3
NCAM2	13
NCAN	5
NCAPD2	5
NCAPD3	2
NCAPG	5
NCAPG2	6
NCAPH	5
NCAPH2	1
NCBP1	7
NCBP2	0
NCBP2AS2	9
NCBP2L	88
NCBP3	3
NCCRP1	9
NCDN	3
NCEH1	4
NCF1	7
NCF2	3
NCF4	4
NCK1	7
NCK2	11
NCKAP1	8
NCKAP1L	4
NCKAP5	13
NCKAP5L	13
NCKIPSD	0
NCL	16
NCLN	18
NCMAP	3
NCOA1	3
NCOA2	3
NCOA3	8
NCOA4	10
NCOA5	2
NCOA6	7
NCOA7	5
NCOR1	2
NCOR2	2
NCR1	25
NCR3	40
NCR3LG1	108
NCS1	5
NCSTN	2
NDC1	3
NDC80	3
NDE1	1
NDEL1	2
NDFIP1	3
NDFIP2	3
NDN	13
NDNF	4
NDOR1	8
NDP	9
NDRG1	2
NDRG2	3
NDRG3	8
NDRG4	3
NDST1	2
NDST2	0
NDST3	13
NDST4	6
NDUFA1	5
NDUFA10	15
NDUFA11	211
NDUFA12	6
NDUFA13	3
NDUFA2	2
NDUFA3	7
NDUFA4	14
NDUFA4L2	2
NDUFA5	16
NDUFA6	3
NDUFA7	3
NDUFA8	2
NDUFA9	7
NDUFAB1	2
NDUFAF1	9
NDUFAF2	94
NDUFAF3	2
NDUFAF4	9
NDUFAF5	5
NDUFAF6	6
NDUFAF7	2
NDUFAF8	8
NDUFB1	8
NDUFB10	4
NDUFB11	6
NDUFB2	2
NDUFB3	8
NDUFB4	0
NDUFB5	8
NDUFB6	3
NDUFB7	4
NDUFB8	1
NDUFB9	2
NDUFC1	8
NDUFC2	4
NDUFS1	5
NDUFS2	4
NDUFS3	3
NDUFS4	4
NDUFS5	3
NDUFS6	18
NDUFS7	16
NDUFS8	3
NDUFV1	2
NDUFV2	3
NDUFV3	14
NEB	20
NEBL	2
NECAB1	64
NECAB2	6
NECAB3	2
NECAP1	2
NECAP2	0
NECTIN1	3
NECTIN2	3
NECTIN3	7
NECTIN4	1
NEDD1	6
NEDD4	15
NEDD4L	2
NEDD8	1
NEDD9	5
NEFH	100
NEFL	10
NEFM	13
NEGR1	6
NEIL1	3
NEIL2	5
NEIL3	5
NEK1	7
NEK10	6
NEK11	29
NEK2	3
NEK3	7
NEK4	2
NEK5	27
NEK6	4
NEK7	5
NEK8	4
NEK9	11
NELFA	11
NELFB	6
NELFCD	0
NELFE	2
NELL1	6
NELL2	6
NEMF	1
NEMP1	3
NEMP2	4
NENF	3
NEO1	4
NEPRO	4
NET1	3
NETO1	2
NETO2	7
NEU1	7
NEU2	22
NEU3	7
NEU4	53
NEURL1	3
NEURL1B	9
NEURL2	4
NEURL3	21
NEURL4	6
NEUROD1	6
NEUROD2	18
NEUROD4	3
NEUROD6	4
NEUROG1	5
NEUROG2	24
NEUROG3	4
NEXMIF	26
NEXN	3
NF1	9
NF2	2
NFAM1	6
NFASC	4
NFAT5	12
NFATC1	22
NFATC2	2
NFATC2IP	2
NFATC3	10
NFATC4	3
NFE2	3
NFE2L1	4
NFE2L2	10
NFE2L3	8
NFIA	5
NFIB	2
NFIC	10
NFIL3	4
NFILZ	19
NFIX	13
NFKB1	3
NFKB2	4
NFKBIA	1
NFKBIB	2
NFKBID	1
NFKBIE	12
NFKBIL1	13
NFKBIZ	2
NFRKB	4
NFS1	5
NFU1	9
NFX1	1
NFXL1	3
NFYA	4
NFYB	3
NFYC	2
NGB	5
NGDN	2
NGEF	3
NGF	8
NGFR	1
NGLY1	4
NGRN	13
NHEJ1	2
NHLH1	20
NHLH2	12
NHLRC1	20
NHLRC2	1
NHLRC3	0
NHLRC4	50
NHP2	2
NHS	25
NHSL1	33
NHSL2	20
NIBAN1	2
NIBAN2	6
NIBAN3	11
NICN1	0
NID1	7
NID2	2
NIF3L1	1
NIFK	7
NIM1K	4
NIN	6
NINJ1	6
NINJ2	26
NINL	13
NIP7	0
NIPA1	6
NIPA2	12
NIPAL1	4
NIPAL2	5
NIPAL3	3
NIPAL4	3
NIPBL	3
NIPSNAP1	2
NIPSNAP2	3
NIPSNAP3B	52
NISCH	2
NIT1	0
NIT2	1
NKAIN1	0
NKAIN2	12
NKAIN3	11
NKAIN4	122
NKAP	29
NKAPD1	13
NKAPL	41
NKD1	10
NKD2	67
NKG7	3
NKIRAS1	7
NKIRAS2	1
NKPD1	25
NKRF	9
NKTR	7
NKX1-1	67
NKX1-2	35
NKX2-1	19
NKX2-2	3
NKX2-3	30
NKX2-4	32
NKX2-5	7
NKX2-6	14
NKX2-8	19
NKX3-1	4
NKX3-2	13
NKX6-1	25
NKX6-2	39
NKX6-3	8
NLE1	3
NLGN1	9
NLGN2	26
NLGN3	9
NLGN4X	44
NLGN4Y	51
NLK	3
NLN	5
NLRC3	17
NLRC4	93
NLRC5	6
NLRP10	163
NLRP11	232
NLRP12	76
NLRP13	123
NLRP14	71
NLRP2	162
NLRP2B	169
NLRP3	26
NLRP4	163
NLRP5	60
NLRP6	63
NLRP7	164
NLRP8	113
NLRP9	100
NLRX1	8
NMB	2
NMBR	25
NMD3	5
NME1	6
NME2	3
NME3	16
NME4	7
NME5	6
NME6	5
NME7	5
NME8	8
NME9	2
NMI	6
NMNAT1	13
NMNAT2	7
NMNAT3	2
NMRAL1	3
NMRK1	2
NMRK2	66
NMS	16
NMT1	1
NMT2	8
NMU	2
NMUR1	23
NMUR2	10
NNAT	8
NNMT	65
NNT	4
NOA1	20
NOB1	4
NOBOX	114
NOC2L	8
NOC3L	7
NOC4L	7
NOCT	7
NOD1	8
NOD2	13
NODAL	3
NOG	22
NOL10	4
NOL11	5
NOL12	1
NOL3	4
NOL4	2
NOL4L	2
NOL7	3
NOL8	11
NOL9	3
NOLC1	9
NOM1	10
NOMO1	5
NOMO2	18
NOMO3	8
NOP10	2
NOP14	4
NOP16	8
NOP2	6
NOP53	6
NOP56	2
NOP58	1
NOP9	3
NOS1	4
NOS1AP	4
NOS2	20
NOS3	6
NOSIP	6
NOSTRIN	1
NOTCH1	7
NOTCH2	5
NOTCH2NLA	65
NOTCH2NLB	127
NOTCH2NLC	2
NOTCH2NLR	2
NOTCH3	12
NOTCH4	13
NOTO	23
NOTUM	2
NOVA1	5
NOVA2	50
NOX1	66
NOX3	2
NOX4	2
NOX5	120
NOXA1	30
NOXO1	13
NOXRED1	8
NPAP1	236
NPAS1	3
NPAS2	8
NPAS3	12
NPAS4	2
NPAT	6
NPB	76
NPBWR1	17
NPBWR2	109
NPC1	9
NPC1L1	8
NPC2	7
NPDC1	13
NPEPL1	1
NPEPPS	14
NPFF	17
NPFFR1	33
NPFFR2	37
NPHP1	14
NPHP3	5
NPHP4	11
NPHS1	8
NPHS2	7
NPL	4
NPLOC4	3
NPM1	6
NPM2	1
NPM3	4
NPNT	6
NPPA	3
NPPB	9
NPPC	3
NPR1	5
NPR2	2
NPR3	4
NPRL2	0
NPRL3	7
NPS	10
NPSR1	43
NPTN	2
NPTX1	8
NPTX2	5
NPTXR	4
NPVF	17
NPW	33
NPY	1
NPY1R	3
NPY2R	6
NPY4R	18
NPY4R2	21
NPY5R	11
NQO1	6
NQO2	12
NR0B1	24
NR0B2	2
NR1D1	4
NR1D2	5
NR1H2	5
NR1H3	2
NR1H4	1
NR1I2	33
NR1I3	56
NR2C1	3
NR2C2	1
NR2C2AP	1
NR2E1	0
NR2E3	1
NR2F1	16
NR2F2	2
NR2F6	28
NR3C1	4
NR3C2	3
NR4A1	5
NR4A2	0
NR4A3	5
NR5A1	3
NR5A2	3
NR6A1	6
NRAP	2
NRARP	35
NRAS	2
NRBF2	14
NRBP1	4
NRBP2	2
NRCAM	2
NRDC	4
NRDE2	7
NREP	2
NRF1	3
NRG1	2
NRG2	19
NRG3	3
NRG4	45
NRGN	12
NRIP1	8
NRIP2	22
NRIP3	4
NRK	16
NRL	2
NRM	1
NRN1	2
NRN1L	4
NRP1	3
NRP2	4
NRROS	15
NRSN1	5
NRSN2	2
NRTN	31
NRXN1	6
NRXN2	3
NRXN3	2
NSA2	4
NSD1	5
NSD2	2
NSD3	2
NSDHL	3
NSF	9
NSFL1C	0
NSG1	4
NSG2	4
NSL1	7
NSMAF	4
NSMCE1	3
NSMCE2	3
NSMCE3	23
NSMCE4A	2
NSMF	3
NSRP1	15
NSUN2	3
NSUN3	8
NSUN4	3
NSUN6	7
NSUN7	4
NT5C	9
NT5C1A	3
NT5C1B	24
NT5C2	2
NT5C3A	3
NT5C3B	8
NT5DC1	17
NT5DC2	1
NT5DC3	5
NT5DC4	193
NT5E	1
NT5M	13
NTAN1	1
NTAQ1	3
NTF3	2
NTF4	7
NTHL1	1
NTM	18
NTMT1	0
NTN1	23
NTN3	27
NTN4	2
NTN5	14
NTNG1	37
NTNG2	10
NTPCR	6
NTRK1	6
NTRK2	2
NTRK3	5
NTS	4
NTSR1	10
NTSR2	71
NUAK1	5
NUAK2	8
NUB1	1
NUBP1	4
NUBP2	3
NUBPL	1
NUCB1	4
NUCB2	5
NUCKS1	4
NUDC	1
NUDCD1	4
NUDCD2	2
NUDCD3	2
NUDT1	14
NUDT12	1
NUDT13	21
NUDT14	8
NUDT15	5
NUDT16	14
NUDT16L1	111
NUDT17	25
NUDT18	1
NUDT19	41
NUDT2	2
NUDT21	2
NUDT22	3
NUDT3	4
NUDT4	5
NUDT5	2
NUDT6	6
NUDT7	8
NUDT8	4
NUDT9	10
NUF2	5
NUFIP1	4
NUFIP2	19
NUGGC	4
NUMA1	6
NUMB	1
NUMBL	3
NUP107	9
NUP133	10
NUP153	5
NUP155	5
NUP160	5
NUP188	1
NUP205	7
NUP210	29
NUP210L	14
NUP214	5
NUP35	3
NUP37	1
NUP42	4
NUP43	1
NUP50	4
NUP54	3
NUP58	4
NUP62	9
NUP62CL	23
NUP85	3
NUP88	9
NUP93	3
NUP98	4
NUPR1	112
NUPR2	32
NUS1	2
NUSAP1	3
NUTF2	2
NUTM1	8
NVL	7
NWD1	34
NWD2	3
NXN	6
NXNL1	14
NXNL2	19
NXPE1	181
NXPE2	128
NXPE3	4
NXPE4	69
NXPH1	5
NXPH2	3
NXPH3	0
NXPH4	6
NXT1	2
NXT2	9
NYAP1	15
NYAP2	15
NYNRIN	17
NYX	42
OAF	2
OARD1	3
OAS2	39
OAS3	127
OASL	38
OAT	4
OAZ1	7
OAZ2	1
OAZ3	1
OBI1	3
OBSL1	2
OC90	1
OCA2	10
OCEL1	8
OCIAD1	5
OCIAD2	2
OCLN	8
OCM	5
OCM2	6
OCRL	7
OCSTAMP	3
ODAD1	21
ODAD2	34
ODAD3	10
ODAD4	11
ODAM	19
ODAPH	252
ODC1	3
ODF1	12
ODF2	1
ODF2L	3
ODF3	2
ODF3B	74
ODF3L1	9
ODF3L2	12
ODF4	103
ODR4	4
OFD1	19
OGA	4
OGDH	4
OGDHL	5
OGFOD1	0
OGFOD2	2
OGFOD3	5
OGFR	22
OGFRL1	2
OGG1	3
OGN	4
OGT	12
OIP5	7
OIT3	1
OLA1	2
OLAH	127
OLFM1	7
OLFM2	3
OLFM3	2
OLFM4	5
OLFML1	2
OLFML2A	2
OLFML2B	4
OLFML3	2
OLIG1	36
OLIG2	46
OLIG3	9
OLR1	3
OMA1	3
OMD	6
OMG	5
OMP	7
ONECUT1	14
ONECUT2	90
ONECUT3	108
OOSP1	147
OOSP2	53
OOSP3	191
OOSP4B	223
OPA1	3
OPA3	12
OPALIN	3
OPCML	7
OPHN1	15
OPLAH	7
OPN1LW	9
OPN1MW	25
OPN1MW2	32
OPN1MW3	39
OPN1SW	35
OPN3	83
OPN4	1
OPN5	1
OPRD1	9
OPRK1	5
OPRL1	10
OPRM1	3
OPRPN	193
OPTC	27
OPTN	4
OR10A4	54
OR10A7	88
OR10AD1	114
OR10D3	107
OR10G2	123
OR10G3	58
OR10G6	82
OR10J1	150
OR10J3	54
OR10J5	103
OR10K2	51
OR10P1	70
OR10S1	96
OR10T2	105
OR10V1	64
OR10Z1	45
OR11H1	129
OR11H12	128
OR11H4	77
OR11L1	61
OR12D3	129
OR13A1	95
OR13C3	41
OR13C4	57
OR13C8	47
OR13C9	108
OR13F1	74
OR13G1	100
OR13H1	106
OR13J1	34
OR14I1	240
OR1B1	80
OR1F1	140
OR1I1	110
OR1J1	84
OR1J2	97
OR1J4	118
OR1K1	99
OR1L1	178
OR1L3	118
OR1N1	165
OR1N2	139
OR1Q1	67
OR1R1P	82
OR1S2	77
OR2A25	65
OR2A4	113
OR2A42	118
OR2A5	71
OR2AE1	128
OR2AP1	104
OR2AT4	51
OR2B11	73
OR2C1	85
OR2C3	115
OR2D2	51
OR2D3	79
OR2G2	129
OR2G3	153
OR2H1	164
OR2H2	131
OR2I1P	115
OR2K2	47
OR2M4	151
OR2S2	100
OR2T1	91
OR2T27	115
OR2W3	103
OR2Z1	97
OR4C3	102
OR4D1	95
OR4D11	88
OR4E1	59
OR4E2	28
OR4F17	94
OR4F21	119
OR4F29	123
OR4F5	96
OR4F6	146
OR4M2	56
OR4M2B	67
OR4N4C	96
OR4X1	108
OR51B4	111
OR51B5	148
OR51B6	100
OR51D1	38
OR51F2	84
OR51I1	65
OR51L1	70
OR51V1	125
OR52B2	55
OR52B6	73
OR52E2	90
OR52K1	111
OR52K2	93
OR52M1	64
OR52W1	34
OR5A2	127
OR5AR1	59
OR5AU1	99
OR5B21	117
OR5C1	30
OR5K1	56
OR5K2	180
OR6A2	37
OR6B1	11
OR6C68	147
OR6C74	83
OR6J1	228
OR6K2	79
OR6K3	175
OR6K6	80
OR6M1	137
OR6N2	59
OR6Q1	36
OR6S1	47
OR6V1	99
OR6X1	116
OR6Y1	72
OR7G3	131
OR8B4	37
OR8D4	83
OR8U3	80
ORAI1	5
ORAI2	4
ORAI3	6
ORC1	6
ORC2	3
ORC3	7
ORC4	5
ORC5	8
ORC6	1
ORM1	13
ORM2	49
ORMDL1	6
ORMDL2	1
ORMDL3	0
OS9	1
OSBP	1
OSBP2	4
OSBPL10	5
OSBPL11	7
OSBPL1A	15
OSBPL2	3
OSBPL3	6
OSBPL5	6
OSBPL6	1
OSBPL7	5
OSBPL8	6
OSBPL9	3
OSCAR	126
OSCP1	1
OSER1	3
OSGEP	0
OSGEPL1	4
OSGIN1	13
OSGIN2	13
OSM	0
OSMR	2
OSR1	2
OSR2	7
OST4	4
OSTC	5
OSTF1	5
OSTM1	6
OSTN	12
OTC	4
OTOA	8
OTOF	5
OTOG	6
OTOGL	7
OTOL1	7
OTOP1	16
OTOP2	13
OTOP3	3
OTOR	2
OTOS	5
OTP	18
OTUB1	11
OTUB2	1
OTUD1	58
OTUD3	1
OTUD4	1
OTUD5	9
OTUD6A	50
OTUD6B	1
OTUD7A	84
OTUD7B	6
OTULIN	1
OTULINL	4
OTX1	8
OTX2	12
OVCA2	9
OVCH1	132
OVCH2	19
OVGP1	49
OVOL1	2
OVOL2	9
OVOL3	25
OXA1L	1
OXCT1	9
OXER1	110
OXGR1	16
OXLD1	7
OXNAD1	2
OXR1	8
OXSM	2
OXSR1	5
OXT	36
OXTR	9
P2RX1	4
P2RX2	11
P2RX3	4
P2RX4	3
P2RX5	8
P2RX6	10
P2RX7	6
P2RY1	4
P2RY10	28
P2RY11	31
P2RY12	3
P2RY13	4
P2RY14	5
P2RY2	10
P2RY4	35
P2RY6	13
P2RY8	135
P3H1	2
P3H2	3
P3H3	1
P3H4	1
P3R3URF	2
P4HA1	1
P4HA2	7
P4HA3	7
P4HB	10
P4HTM	2
PA2G4	1
PAAF1	30
PABIR1	15
PABIR2	12
PABIR3	160
PABPC1	19
PABPC1L	4
PABPC1L2A	40
PABPC1L2B	50
PABPC3	275
PABPC4	13
PABPC4L	7
PABPC5	21
PABPN1	1
PABPN1L	41
PACC1	1
PACRG	6
PACRGL	1
PACS1	2
PACS2	6
PACSIN1	4
PACSIN2	2
PACSIN3	0
PADI1	4
PADI2	2
PADI3	15
PADI4	19
PADI6	10
PAF1	1
PAFAH1B1	5
PAFAH1B2	4
PAFAH1B3	0
PAFAH2	0
PAG1	5
PAGR1	7
PAH	2
PAICS	4
PAIP1	3
PAIP2	2
PAIP2B	1
PAK1	8
PAK1IP1	3
PAK2	7
PAK3	9
PAK4	15
PAK5	13
PAK6	0
PALB2	6
PALD1	5
PALLD	5
PALM	9
PALM2AKAP2	9
PALM3	44
PALMD	5
PAM	24
PAM16	3
PAMR1	3
PAN2	5
PAN3	6
PANK1	0
PANK2	7
PANK3	4
PANK4	2
PANO1	119
PANX1	6
PANX2	20
PANX3	5
PAOX	6
PAPLN	1
PAPOLA	1
PAPOLB	9
PAPOLG	3
PAPPA	2
PAPPA2	2
PAPSS1	2
PAPSS2	6
PAQR3	2
PAQR4	4
PAQR5	2
PAQR6	201
PAQR7	10
PAQR8	6
PAQR9	24
PARD3	5
PARD3B	6
PARD6A	2
PARD6B	9
PARD6G	25
PARG	5
PARK7	3
PARL	4
PARM1	15
PARN	7
PARP1	4
PARP10	68
PARP11	2
PARP12	3
PARP14	22
PARP15	148
PARP16	2
PARP2	3
PARP3	35
PARP4	55
PARP6	2
PARP8	4
PARP9	7
PARPBP	5
PARS2	8
PARVA	2
PARVB	6
PARVG	9
PASD1	60
PASK	8
PATE1	10
PATE2	10
PATE3	15
PATE4	229
PATJ	4
PATL1	1
PATL2	9
PATZ1	15
PAWR	47
PAX1	8
PAX2	0
PAX3	3
PAX4	2
PAX5	2
PAX6	2
PAX7	6
PAX8	11
PAX9	2
PAXBP1	2
PAXIP1	5
PAXX	2
PBDC1	9
PBK	2
PBLD	3
PBOV1	275
PBRM1	2
PBX1	2
PBX2	5
PBX3	2
PBX4	72
