gene	in_marine_slow	in_aquatic_slow	partition	marine_direction	aquatic_direction	marine_FDR	aquatic_FDR	marine_statistic_if_available	aquatic_statistic_if_available
SUGP2	TRUE	TRUE	shared_slow	slow	slow	0.000283691	0.000628353	4.608595	4.412303
SULT1C2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00786169		4.191069	0.057223
SULT1E1	TRUE	TRUE	shared_slow	slow	slow	0.000425849	0.00132863	4.488828	4.164246
SUN1	TRUE	TRUE	shared_slow	slow	slow	0.00598192	0.00136784	3.585633	4.152966
SUOX	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00117467		4.178770	3.362711
SUSD2	TRUE	TRUE	shared_slow	slow	slow	0.00100898	0.0063255	4.215889	3.631207
SV2A	TRUE	TRUE	shared_slow	slow	slow	0.00485123	0.00748593	3.644564	3.538290
SVOPL	FALSE	FALSE	shared_fast	fast	fast	9.33006e-05	0.000125908	-5.146681	-5.072604
SYCN	FALSE	FALSE	shared_fast	fast	fast	0.00231565	0.00543234	-3.982064	-3.717589
SYDE1	TRUE	TRUE	shared_slow	slow	slow	1.10983e-05	1.95755e-05	5.592505	5.464601
SYMPK	TRUE	TRUE	shared_slow	slow	slow	5.13729e-05	3.22864e-05	5.132343	5.308718
SYNPO2	TRUE	TRUE	shared_slow	slow	slow	0.000658145	0.000160299	4.294559	4.782114
SYP	TRUE	TRUE	shared_slow	slow	slow	0.000258559	0.00480737	4.649425	3.722788
SYTL3	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00555712		-3.650252	-3.222080
SYTL5	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00744984	-3.207454	-3.594026
TACC3	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00453381	3.277192	3.736060
TACO1	TRUE	TRUE	shared_slow	slow	slow	0.000654382	0.00188508	4.363285	4.057854
TACR2	FALSE	FALSE	shared_fast	fast	fast	1.44385e-05	3.91743e-05	-5.726808	-5.439161
TADA2B	TRUE	TRUE	shared_slow	slow	slow	1.05416e-09	3.69582e-11	7.458731	8.004537
TAF1	TRUE	TRUE	shared_slow	slow	slow	0.00018258	0.00579051	4.765330	3.652512
TAF11	TRUE	TRUE	shared_slow	slow	slow	1.15808e-05	0.000300857	5.539368	4.640148
TAF1D	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00454977		3.696138	3.421500
TAF2	TRUE	TRUE	shared_slow	slow	slow	2.10734e-06	1.89352e-05	5.896236	5.393598
TAF5	TRUE	TRUE	shared_slow	slow	slow	0.00704505	0.00682986	3.503349	3.597278
TANK	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00407287		3.740442	2.849599
TAOK2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00280041		3.890230	3.176616
TARS2	TRUE	TRUE	shared_slow	slow	slow	0.00323191	0.00566519	3.796247	3.647802
TBC1D10A	TRUE	TRUE	shared_slow	slow	slow	0.00372341	0.00229154	3.762888	3.981433
TBC1D9B	TRUE	TRUE	shared_slow	slow	slow	0.00195527	0.00464758	4.002569	3.743701
TBCD	TRUE	TRUE	shared_slow	slow	slow	0.00272059	0.00324056	3.875900	3.855167
TBX2	TRUE	TRUE	shared_slow	slow	slow	0.00942752	0.00803173	3.391612	3.508010
TBX22	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000593323		4.386429	2.823697
TCF19	TRUE	TRUE	shared_slow	slow	slow	0.000105043	7.08986e-05	4.928754	5.085144
TCHHL1	TRUE	TRUE	shared_slow	slow	slow	0.00282324	0.00476094	4.264937	3.881620
TCL1A	TRUE	TRUE	shared_slow	slow	slow	2.20224e-06	2.34008e-07	5.921655	6.433763
TDRD12	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00647194		-3.587333	-3.426743
TEDC2	TRUE	TRUE	shared_slow	slow	slow	0.000437116	0.00113899	4.489380	4.232138
TEK	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00682816		3.553579	2.796429
TENT2	TRUE	TRUE	shared_slow	slow	slow	0.000361208	0.000793721	4.547170	4.352401
TESPA1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00272719		3.894176	3.126870
TET1	TRUE	TRUE	shared_slow	slow	slow	1.23905e-10	4.15629e-09	7.692172	7.089770
TEX10	TRUE	TRUE	shared_slow	slow	slow	1.73762e-06	3.13061e-05	5.834538	5.212519
TFAM	TRUE	TRUE	shared_slow	slow	slow	0.000197651	6.87849e-05	4.719136	5.065177
TFPI	TRUE	TRUE	shared_slow	slow	slow	3.89958e-13	1.67969e-10	8.794563	7.763707
TFR2	TRUE	TRUE	shared_slow	slow	slow	0.000297632	0.000817975	4.628544	4.353307
TFRC	TRUE	TRUE	shared_slow	slow	slow	1.35381e-05	0.000130717	5.542184	4.925633
TGM1	FALSE	FALSE	shared_fast	fast	fast	5.48764e-06	2.00695e-05	-5.872199	-5.543499
TGM3	FALSE	FALSE	shared_fast	fast	fast	2.92541e-08	1.29479e-07	-7.287810	-6.877242
TGM5	FALSE	FALSE	shared_fast	fast	fast	0.00633748	0.00762472	-3.722832	-3.661751
TGM7	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00828007		-3.669988	-3.271574
TGS1	FALSE	FALSE	shared_fast	fast	fast	0.000524032	0.00214785	-4.497069	-4.063282
THAP11	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00732054		-3.557572	-3.410612
THBD	TRUE	TRUE	shared_slow	slow	slow	0.00407287	0.00375016	3.750580	3.824373
THEGL	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00307393	3.284284	3.844873
THUMPD3	TRUE	TRUE	shared_slow	slow	slow	0.00181463	0.00113956	4.029727	4.230956
TICAM1	TRUE	TRUE	shared_slow	slow	slow	0.000201344	0.0015158	4.716623	4.124877
TIGD2	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00647274		-3.595152	-3.320000
TIGD4	TRUE	TRUE	shared_slow	slow	slow	0.000317994	0.00152131	4.506700	4.077581
TIGD7	TRUE	TRUE	shared_slow	slow	slow	0.00115202	0.00746478	4.118231	3.536399
TINCR	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00479048		3.664666	3.248903
TJP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00479171		3.633210	3.402740
TLCD4	TRUE	TRUE	shared_slow	slow	slow	5.00518e-05	3.99941e-05	5.139846	5.247214
TLE2	TRUE	TRUE	shared_slow	slow	slow	0.000401452	0.000880803	4.438494	4.257663
TLL1	TRUE	TRUE	shared_slow	slow	slow	4.15762e-05	7.82575e-06	5.135633	5.615598
TLR4	TRUE	TRUE	shared_slow	slow	slow	0.00588939	0.00183194	3.609528	4.077476
TLR9	TRUE	TRUE	shared_slow	slow	slow	0.00553545	0.00989144	3.632989	3.458892
TLX2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00222693		3.947143	3.096288
TMCO6	TRUE	TRUE	shared_slow	slow	slow	0.00525539	0.00663907	3.646268	3.611626
TMED3	FALSE	FALSE	shared_fast	fast	fast	0.00292461	0.0017907	-3.896752	-4.121806
TMED7	TRUE	TRUE	shared_slow	slow	slow	0.001283	0.000708085	4.104197	4.351612
TMEM128	TRUE	TRUE	shared_slow	slow	slow	0.00797878	0.00912486	3.457639	3.465139
TMEM131L	TRUE	TRUE	shared_slow	slow	slow	2.41335e-06	3.81752e-06	5.919171	5.824201
TMEM160	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00682816		3.541659	3.206865
TMEM161B	TRUE	TRUE	shared_slow	slow	slow	0.00583457	0.00626269	3.615222	3.641687
TMEM168	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00159339		4.040090	3.337067
TMEM19	TRUE	TRUE	shared_slow	slow	slow	0.00583802	0.00526153	3.605067	3.697857
TMEM217	TRUE	TRUE	shared_slow	slow	slow	0.000321102	0.000341893	4.507833	4.543477
TMEM221	TRUE	TRUE	shared_slow	slow	slow	3.15902e-07	1.2267e-05	6.255217	5.474218
TMEM225	TRUE	TRUE	shared_slow	slow	slow	0.00123145	0.00425659	4.065411	3.725559
TMEM231	TRUE	TRUE	shared_slow	slow	slow	0.000525542	0.00398094	4.356508	3.764086
TMEM234	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000558633		4.328036	0.906558
TMEM270	FALSE	FALSE	shared_fast	fast	fast	0.00875091	0.00800121	-3.473770	-3.568098
TMEM50B	TRUE	TRUE	shared_slow	slow	slow	0.00143831	0.003497	4.090005	3.831992
TMEM60	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.000293186	4.660205	4.592232
TMPO	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00879767		3.420516	2.557577
TMPPE	TRUE	TRUE	shared_slow	slow	slow	4.75159e-05	0.00218475	5.139685	4.006857
TNF	TRUE	TRUE	shared_slow	slow	slow	0.00328726	0.00495928	3.820338	3.718989
TNFAIP6	TRUE	TRUE	shared_slow	slow	slow	0.00067544	0.00618078	4.341942	3.639299
TNFRSF4	TRUE	TRUE	shared_slow	slow	slow	0.001348	0.00108624	4.100237	4.223400
TNFRSF9	TRUE	TRUE	shared_slow	slow	slow	2.66924e-05	7.08986e-05	5.306763	5.073385
TNFSF10	TRUE	TRUE	shared_slow	slow	slow	0.000687549	0.00145943	4.327378	4.137984
TNFSF4	TRUE	TRUE	shared_slow	slow	slow	6.59113e-07	0.000205252	6.258001	4.767923
TNN	FALSE	FALSE	shared_fast	fast	fast	0.000208492	0.000186816	-4.817615	-4.892117
TNPO2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00280041		3.866437	3.407380
TNPO3	TRUE	TRUE	shared_slow	slow	slow	0.00633359	0.00774851	3.579103	3.554899
TOGARAM2	FALSE	FALSE	shared_fast	fast	fast	4.70955e-05	0.000116723	-5.341433	-5.085236
TOMM5	TRUE	FALSE	marine_only_slow	slow	not_significant	1.18451e-08		6.997568	2.970930
TOPBP1	TRUE	TRUE	shared_slow	slow	slow	0.000456403	0.000116874	4.503032	4.979462
TPM3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00832833		3.441723	1.952952
TPR	TRUE	TRUE	shared_slow	slow	slow	0.000299182	0.00286676	4.624947	3.911805
TPST1	TRUE	TRUE	shared_slow	slow	slow	0.00102718	0.00193511	4.201786	4.034697
TPTE	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000314503		4.502301	2.420903
TPX2	TRUE	TRUE	shared_slow	slow	slow	1.69179e-05	0.000312482	5.434938	4.633622
TRAF6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00723443		3.522706	3.187672
TRAJ17	TRUE	TRUE	shared_slow	slow	slow	0.000740216	0.000977312	4.595851	4.595851
TRAPPC5	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00458282		3.696123	2.520065
TRAPPC9	TRUE	TRUE	shared_slow	slow	slow	0.000197885	0.00284283	4.760736	3.917263
TRAT1	TRUE	TRUE	shared_slow	slow	slow	0.00283514	0.00168493	3.873362	4.101299
TRDMT1	FALSE	FALSE	shared_fast	fast	fast	0.00688143	0.00829412	-3.571579	-3.555739
TREM1	TRUE	TRUE	shared_slow	slow	slow	0.00834102	0.000125959	3.764985	5.279178
TREM2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0024152		3.924593	3.033579
TREML2	TRUE	TRUE	shared_slow	slow	slow	0.00198677	0.00252254	3.992691	3.954495
TREX1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00897557		3.437553	2.568048
TRIM10	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0018157		4.016203	2.994767
TRIM11	TRUE	TRUE	shared_slow	slow	slow	0.003998	0.00522507	3.749903	3.706549
TRIM13	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000276172		4.641680	3.414525
TRIM27	TRUE	TRUE	shared_slow	slow	slow	0.000104442	0.000751585	4.896365	4.347503
TRIM29	FALSE	FALSE	shared_fast	fast	fast	1.37898e-06	2.30462e-06	-6.260956	-6.126541
TRIM33	TRUE	TRUE	shared_slow	slow	slow	0.00034829	0.000879525	4.507477	4.275726
TRIM45	FALSE	FALSE	shared_fast	fast	fast	0.000808375	0.000260975	-4.333252	-4.757742
TRIM66	FALSE	FALSE	shared_fast	fast	fast	0.0017033	0.00113956	-4.080476	-4.267076
TRIML2	TRUE	TRUE	shared_slow	slow	slow	0.00287995	0.000944098	3.860191	4.288190
TRIP11	TRUE	TRUE	shared_slow	slow	slow	0.00159579	0.00508973	4.073198	3.710034
TRMT13	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00132453		4.105807	3.284962
TRPM6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00113553		4.166805	3.104774
TRPV3	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.0064091	-3.398325	-3.640431
TRPV6	FALSE	FALSE	shared_fast	fast	fast	0.000656103	0.000477567	-4.408143	-4.569368
TSC2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000586842		4.379727	3.331623
TSC22D1	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00760819		-3.530425	-3.356613
TSLP	TRUE	TRUE	shared_slow	slow	slow	1.22597e-07	6.11674e-07	6.629608	6.259709
TSPOAP1	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00641262	-3.406923	-3.637823
TSPYL2	TRUE	TRUE	shared_slow	slow	slow	0.00385186	0.00599269	3.747345	3.644414
TSR3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00779905		3.459998	2.786019
TSTD2	TRUE	TRUE	shared_slow	slow	slow	1.5158e-05	0.000101293	5.376689	4.919950
TTC21A	TRUE	TRUE	shared_slow	slow	slow	0.00156349	0.00138637	4.079067	4.160953
TTC28	TRUE	TRUE	shared_slow	slow	slow	1.62317e-09	9.64083e-10	7.516834	7.545372
TTC3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00910547		3.419330	3.288196
TUT4	TRUE	TRUE	shared_slow	slow	slow	0.000462299	0.000858079	4.484947	4.337259
TVP23A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00875091		3.445747	3.197832
TXNDC11	TRUE	TRUE	shared_slow	slow	slow	0.00208421	0.00836606	3.965134	3.513750
UBA2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00829738		3.449363	1.723111
UBA6	TRUE	TRUE	shared_slow	slow	slow	1.18967e-05	0.00657655	5.562434	3.620761
UBE2E3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00610581		3.568867	3.189526
UBE2M	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00701985		3.504662	3.176048
UBE2U	TRUE	TRUE	shared_slow	slow	slow	0.000492678	7.38433e-05	4.430657	5.062993
UBE3A	TRUE	TRUE	shared_slow	slow	slow	0.000432986	0.000356752	4.399150	4.517674
UBN1	TRUE	TRUE	shared_slow	slow	slow	1.18933e-05	4.46865e-05	5.555053	5.213316
UBOX5	TRUE	TRUE	shared_slow	slow	slow	0.00137038	0.00170849	4.131164	4.104940
UBP1	TRUE	TRUE	shared_slow	slow	slow	0.000479381	0.000180534	4.398068	4.752397
UBQLN3	FALSE	FALSE	shared_fast	fast	fast	0.00103921	0.00119616	-4.243719	-4.248382
UBR1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00738912		3.450895	3.224957
UBR2	TRUE	TRUE	shared_slow	slow	slow	1.28441e-07	2.51459e-07	6.620530	6.450909
UBR4	TRUE	TRUE	shared_slow	slow	slow	0.000765977	0.00771632	4.285311	3.538998
UBR5	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00709611		3.500468	2.739030
UGT8	TRUE	TRUE	shared_slow	slow	slow	0.000926568	0.00239251	4.228310	3.956505
UHRF1	TRUE	TRUE	shared_slow	slow	slow	0.00182096	0.00433933	3.969120	3.731100
UHRF1BP1L	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00466984		3.699845	3.407568
UHRF2	TRUE	TRUE	shared_slow	slow	slow	0.000456025	0.00016931	4.477706	4.838590
UNC13A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00644159		3.512521	3.305746
UPB1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.0072763	3.173164	3.572529
UPF1	TRUE	TRUE	shared_slow	slow	slow	0.000250686	0.00104283	4.652266	4.242876
UPF2	TRUE	TRUE	shared_slow	slow	slow	0.000267937	0.000318248	4.644769	4.623191
UQCRC1	TRUE	TRUE	shared_slow	slow	slow	0.00158339	0.000879478	4.068011	4.314414
URI1	TRUE	TRUE	shared_slow	slow	slow	3.79143e-08	9.54276e-09	6.822302	7.055190
USHBP1	TRUE	TRUE	shared_slow	slow	slow	4.62427e-05	0.00110597	5.112222	4.210066
USP11	TRUE	TRUE	shared_slow	slow	slow	0.000413356	0.000296258	4.483157	4.632920
USP47	TRUE	TRUE	shared_slow	slow	slow	0.00117759	0.00212586	4.176697	4.023866
USP48	TRUE	TRUE	shared_slow	slow	slow	0.000244545	0.00315115	4.702110	3.882579
USP50	TRUE	TRUE	shared_slow	slow	slow	0.00911778	0.00870407	3.409217	3.487812
USP53	TRUE	TRUE	shared_slow	slow	slow	0.00761606	0.00187072	3.480586	4.029586
USP7	TRUE	TRUE	shared_slow	slow	slow	0.00293632	0.00739587	3.835808	3.552817
UTP6	TRUE	TRUE	shared_slow	slow	slow	0.00311477	0.00599269	3.835567	3.648762
UTS2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0021674		3.934879	2.940478
VCAM1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0042486		3.645996	3.372382
VEPH1	TRUE	TRUE	shared_slow	slow	slow	0.000433934	0.00449798	4.517768	3.771551
VKORC1	TRUE	TRUE	shared_slow	slow	slow	0.00260933	0.00377866	3.884776	3.807174
VKORC1L1	TRUE	TRUE	shared_slow	slow	slow	0.00164088	0.00521725	4.058937	3.689654
VPS35	TRUE	TRUE	shared_slow	slow	slow	5.65151e-05	9.78789e-05	4.987250	4.911760
VSIG4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00658863		3.533741	2.498723
VSIG8	FALSE	FALSE	shared_fast	fast	fast	4.63853e-07	3.91e-07	-6.583806	-6.619253
WASHC2A	TRUE	TRUE	shared_slow	slow	slow	0.000144527	0.000985582	4.792181	4.242306
WASHC2C	TRUE	TRUE	shared_slow	slow	slow	0.000464113	0.00196962	4.411053	4.005200
WDFY3	TRUE	TRUE	shared_slow	slow	slow	3.59436e-11	4.37605e-08	8.194699	6.777058
WDPCP	TRUE	TRUE	shared_slow	slow	slow	1.70372e-07	5.39064e-05	6.555876	5.161855
WDR24	TRUE	TRUE	shared_slow	slow	slow	8.67689e-05	0.000840816	4.973888	4.319478
WDR36	TRUE	TRUE	shared_slow	slow	slow	0.000492678	0.00754143	4.350019	3.520666
WDR38	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00832833		3.872606	1.120385
WDR41	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00857148		3.444142	2.833081
WDR45B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00216953		3.941119	3.063799
WDR5	TRUE	TRUE	shared_slow	slow	slow	0.0098041	0.00308659	3.379351	3.851650
WDR61	TRUE	TRUE	shared_slow	slow	slow	0.00153794	0.00170243	4.064072	4.075161
WDR7	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00742038		3.486751	3.021612
WDR76	TRUE	TRUE	shared_slow	slow	slow	1.32976e-11	4.28202e-10	8.616032	7.858477
WDR86	TRUE	TRUE	shared_slow	slow	slow	0.00338616	0.00892694	3.894890	3.546584
WDR88	TRUE	TRUE	shared_slow	slow	slow	4.69855e-08	4.15903e-08	6.782846	6.806878
WDR90	TRUE	TRUE	shared_slow	slow	slow	5.97963e-06	0.000152343	5.679336	4.835514
WDR93	TRUE	TRUE	shared_slow	slow	slow	1.39685e-07	3.68997e-08	6.621467	6.906010
WFDC10B	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00226979	3.316760	4.086499
WFDC11	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00868723		3.547790	3.067500
WIZ	TRUE	TRUE	shared_slow	slow	slow	0.00115202	0.000543601	4.191162	4.484481
WNK1	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00310581		-3.857265	-3.226364
WNT9A	TRUE	TRUE	shared_slow	slow	slow	1.54815e-05	0.000194628	5.370404	4.726273
WWP1	TRUE	TRUE	shared_slow	slow	slow	0.00633359	0.00708317	3.523196	3.543753
XCR1	TRUE	TRUE	shared_slow	slow	slow	2.06373e-05	2.37298e-05	5.354565	5.355706
XPOT	TRUE	TRUE	shared_slow	slow	slow	0.000101128	0.000487536	4.939108	4.495788
YAP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00203248		3.973063	1.907758
YDJC	TRUE	TRUE	shared_slow	slow	slow	0.000377828	0.000527448	4.506113	4.454278
YIPF6	TRUE	TRUE	shared_slow	slow	slow	9.76039e-06	8.45021e-05	5.561703	5.008414
ZAR1	TRUE	TRUE	shared_slow	slow	slow	4.196e-06	4.03258e-05	5.613578	5.132115
ZBTB22	TRUE	TRUE	shared_slow	slow	slow	1.70807e-06	0.000380258	5.968107	4.552872
ZBTB33	TRUE	TRUE	shared_slow	slow	slow	5.37255e-05	0.000298735	5.129805	4.659724
ZBTB37	TRUE	TRUE	shared_slow	slow	slow	0.000195738	0.00249546	4.738263	3.952281
ZBTB40	TRUE	TRUE	shared_slow	slow	slow	0.000276282	0.00158852	4.646421	4.123391
ZBTB43	TRUE	TRUE	shared_slow	slow	slow	0.00642521	0.00384958	3.563516	3.805412
ZBTB45	TRUE	TRUE	shared_slow	slow	slow	1.85302e-13	3.29049e-09	8.967382	7.222581
ZBTB49	TRUE	TRUE	shared_slow	slow	slow	7.38767e-05	0.00130143	4.966836	4.152888
ZBTB6	TRUE	TRUE	shared_slow	slow	slow	0.000316143	0.000474431	4.569552	4.489398
ZC3H13	TRUE	TRUE	shared_slow	slow	slow	0.000248643	0.00103503	4.634613	4.231149
ZC3H14	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00830137		3.446124	2.090010
ZC3H7A	TRUE	TRUE	shared_slow	slow	slow	1.73604e-05	0.000152343	5.431058	4.853695
ZCCHC10	TRUE	TRUE	shared_slow	slow	slow	0.000393128	0.000739435	4.450969	4.325177
ZDHHC1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00131688		4.093078	2.990252
ZDHHC3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00838041		3.451728	3.130618
ZFAND4	TRUE	TRUE	shared_slow	slow	slow	0.000105084	0.000330457	4.835893	4.552917
ZFAND6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00504118		3.637154	0.988176
ZFP42	TRUE	TRUE	shared_slow	slow	slow	3.41881e-05	1.55423e-06	5.225326	6.020567
ZFP62	TRUE	TRUE	shared_slow	slow	slow	0.000133363	0.000152343	4.857906	4.852675
ZFP90	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00689163		3.506512	2.585347
ZFP92	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.000674098	4.677323	4.358338
ZGRF1	TRUE	TRUE	shared_slow	slow	slow	8.48637e-05	0.00135652	5.034143	4.181950
ZMYM1	TRUE	TRUE	shared_slow	slow	slow	1.44385e-05	4.93137e-05	5.544692	5.219363
ZMYM3	TRUE	TRUE	shared_slow	slow	slow	1.44297e-07	1.38454e-05	6.466979	5.462747
ZMYM6	TRUE	TRUE	shared_slow	slow	slow	8.47423e-08	1.07423e-06	6.648368	6.082301
ZMYND11	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000342626		4.524253	1.736470
ZNF131	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00181913		4.001312	2.958286
ZNF174	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00774438	3.328762	3.548383
ZNF18	TRUE	TRUE	shared_slow	slow	slow	0.00407287	0.00892694	3.679470	3.466493
ZNF2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00231072		3.901137	2.956319
ZNF200	TRUE	TRUE	shared_slow	slow	slow	4.00058e-06	0.00123687	5.813377	4.200915
ZNF213	TRUE	TRUE	shared_slow	slow	slow	0.00039665	0.00036026	4.406545	4.545780
ZNF22	TRUE	TRUE	shared_slow	slow	slow	2.15948e-06	0.00285924	5.830864	3.897475
ZNF263	TRUE	TRUE	shared_slow	slow	slow	1.38744e-07	1.37505e-05	6.475503	5.467727
ZNF274	TRUE	TRUE	shared_slow	slow	slow	5.09304e-05	5.57896e-05	4.999220	5.055789
ZNF280B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00405149		3.677310	3.053223
ZNF296	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.000998699	4.731767	4.259588
ZNF385D	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00565789	3.311266	3.640673
ZNF414	TRUE	TRUE	shared_slow	slow	slow	0.00333645	0.00562777	3.779324	3.665242
ZNF436	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00678779	3.172934	3.580358
ZNF445	TRUE	TRUE	shared_slow	slow	slow	7.57873e-07	7.58894e-07	6.149178	6.162510
ZNF446	TRUE	TRUE	shared_slow	slow	slow	0.00366901	0.00379313	3.747745	3.795158
ZNF470	TRUE	TRUE	shared_slow	slow	slow	0.00409318	0.00209042	3.682475	3.977426
ZNF500	TRUE	TRUE	shared_slow	slow	slow	0.00116235	0.00994256	4.101016	3.421911
ZNF507	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00777824		3.469856	3.273130
ZNF514	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00857152	3.052182	3.486538
ZNF524	TRUE	TRUE	shared_slow	slow	slow	0.00237001	0.00639038	3.921043	3.618074
ZNF532	TRUE	TRUE	shared_slow	slow	slow	0.00342341	0.00166511	3.776509	4.074826
ZNF592	TRUE	TRUE	shared_slow	slow	slow	2.15994e-06	8.52305e-05	5.966328	5.025181
ZNF605	TRUE	TRUE	shared_slow	slow	slow	0.000366491	0.00230457	4.513803	3.972348
ZNF629	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00303036		3.886648	2.897198
ZNF644	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00320019		3.801603	3.323975
ZNF654	TRUE	TRUE	shared_slow	slow	slow	0.000189047	0.000635701	4.786209	4.438278
ZNF704	TRUE	TRUE	shared_slow	slow	slow	0.000294063	0.00013111	4.606420	4.889364
ZNF71	TRUE	TRUE	shared_slow	slow	slow	0.0042784	0.00994088	3.654343	3.417448
ZNF750	TRUE	TRUE	shared_slow	slow	slow	2.6631e-05	7.70564e-05	5.324408	5.062994
ZNF79	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00536237		3.608498	3.215639
ZNF821	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00148067		4.119756	3.313525
ZNHIT6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00873624		3.446781	3.079441
ZSCAN10	TRUE	TRUE	shared_slow	slow	slow	1.31852e-06	2.35702e-05	5.885701	5.274347
ZSCAN5C	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00387612		3.700586	3.036376
ZZZ3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00588439		3.606349	2.856551
